status,walkscore,description,updated,snappedLong,snappedLat
1,72,Very Walkable,2020-02-18 04:32:13.560532,-87.639,41.8275
1,71,Very Walkable,2020-05-07 14:16:27.503596,-87.591,41.7825
1,72,Very Walkable,2020-02-18 04:32:13.560532,-87.639,41.8275
1,95,Walker's Paradise,2020-02-25 04:17:01.900615,-87.7095,41.964
1,75,Very Walkable,2020-03-26 01:51:51.640633,-87.594,41.808
1,95,Walker's Paradise,2020-05-14 18:19:09.260073,-87.5895,41.8005
1,87,Very Walkable,2020-05-05 16:40:33.610780,-87.654,41.94
1,92,Walker's Paradise,2020-04-04 04:10:12.566665,-87.672,41.9985
1,92,Walker's Paradise,2020-03-26 04:46:58.204408,-87.6705,42.0015
1,85,Very Walkable,2020-05-10 14:26:10.102450,-87.6555,41.898
1,74,Very Walkable,2020-01-14 09:10:16.887088,-87.621,41.829
1,84,Very Walkable,2020-03-23 06:09:09.304423,-87.6645,42.015
1,92,Walker's Paradise,2020-05-04 13:48:02.640671,-87.6675,41.889
1,95,Walker's Paradise,2020-05-13 19:33:32.870156,-87.699,41.919
1,95,Walker's Paradise,2020-03-17 22:46:23.145278,-87.666,41.898
1,93,Walker's Paradise,2019-12-28 02:17:52.223943,-87.6825,41.901
1,92,Walker's Paradise,2020-02-11 15:50:16.954799,-87.6225,41.8665
1,95,Walker's Paradise,2020-04-03 12:39:18.367107,-87.6945,41.925
1,93,Walker's Paradise,2020-05-06 10:31:11.105936,-87.672,41.97
1,96,Walker's Paradise,2019-12-03 12:16:37.963522,-87.6735,41.9115
1,89,Very Walkable,2020-04-08 10:46:03.691266,-87.675,42.0045
1,88,Very Walkable,2020-01-13 22:39:34.499054,-87.642,41.913
1,82,Very Walkable,2020-05-11 11:18:09.394533,-87.639,41.943
1,86,Very Walkable,2020-02-26 00:49:19.169079,-87.7005,41.931
1,61,Somewhat Walkable,2020-05-26 18:15:05.451438,-87.615,41.823
1,82,Very Walkable,2020-05-11 11:18:09.394533,-87.639,41.943
1,96,Walker's Paradise,2020-05-14 14:30:52.903464,-87.684,41.964
1,94,Walker's Paradise,2020-05-01 19:50:57.846098,-87.663,41.889
1,96,Walker's Paradise,2019-12-05 04:16:57.975292,-87.663,41.8905
1,82,Very Walkable,2020-05-11 00:34:04.405762,-87.6795,41.9355
1,96,Walker's Paradise,2020-05-04 03:29:13.495552,-87.6615,41.8905
1,95,Walker's Paradise,2020-01-14 01:44:02.967513,-87.6615,41.997
1,96,Walker's Paradise,2020-04-18 07:44:06.812898,-87.672,41.943
1,58,Somewhat Walkable,2020-05-19 08:15:30.102978,-87.756,41.9925
1,57,Somewhat Walkable,2020-04-05 04:21:13.283114,-87.7575,41.9925
1,80,Very Walkable,2020-03-25 23:59:27.000325,-87.681,41.994
1,98,Walker's Paradise,2020-05-02 01:20:10.926643,-87.6345,41.9025
1,98,Walker's Paradise,2020-05-03 16:57:15.349567,-87.6495,41.9295
1,96,Walker's Paradise,2020-05-04 03:29:13.495552,-87.6615,41.8905
1,90,Very Walkable,2020-05-02 13:54:22.680436,-87.6525,41.94
1,92,Walker's Paradise,2020-03-30 03:27:57.223519,-87.7035,41.922
1,95,Walker's Paradise,2020-03-23 23:32:13.395687,-87.699,41.9265
1,83,Very Walkable,2020-03-19 09:55:54.146213,-87.681,41.979
1,75,Very Walkable,2020-05-24 21:30:52.329956,-87.615,41.886
1,84,Very Walkable,2020-05-03 00:20:42.606013,-87.72,41.9295
1,98,Walker's Paradise,2020-05-02 11:51:11.646662,-87.6495,41.8875
1,88,Very Walkable,2020-03-21 22:27:28.361735,-87.6825,41.9505
1,92,Walker's Paradise,2020-05-06 19:05:17.885667,-87.663,41.9625
1,94,Walker's Paradise,2020-05-12 06:42:55.071277,-87.6735,41.964
1,87,Very Walkable,2020-06-02 00:43:28.381567,-87.663,41.961
1,88,Very Walkable,2020-03-17 10:45:57.413276,-87.6825,41.9235
1,94,Walker's Paradise,2020-05-02 00:56:14.528419,-87.669,42.0015
1,98,Walker's Paradise,2020-03-30 02:00:29.318355,-87.6735,41.895
1,97,Walker's Paradise,2020-04-30 07:08:48.406703,-87.6765,41.9025
1,96,Walker's Paradise,2020-04-04 17:22:58.785379,-87.684,41.9625
1,95,Walker's Paradise,2020-01-14 02:32:57.562822,-87.66,41.922
1,91,Walker's Paradise,2020-03-21 22:27:28.590462,-87.6525,41.859
1,89,Very Walkable,2020-02-11 22:43:38.770610,-87.6495,41.8935
1,96,Walker's Paradise,2020-04-26 01:42:41.910239,-87.6555,41.9265
1,94,Walker's Paradise,2020-05-15 00:56:49.243858,-87.714,41.9265
1,91,Walker's Paradise,2020-04-06 01:43:22.299420,-87.7095,41.9115
1,97,Walker's Paradise,2020-05-13 03:05:59.171197,-87.6375,41.913
1,62,Somewhat Walkable,2020-05-08 19:25:05.423918,-87.696,41.8845
1,97,Walker's Paradise,2020-05-03 06:14:45.101924,-87.6675,41.907
1,91,Walker's Paradise,2020-05-02 14:58:26.414285,-87.654,41.895
1,80,Very Walkable,2019-12-31 19:59:52.310074,-87.6795,41.868
1,92,Walker's Paradise,2020-03-27 15:44:20.059854,-87.6675,42.0045
1,95,Walker's Paradise,2020-04-04 21:41:23.246866,-87.6675,42.006
1,92,Walker's Paradise,2020-03-27 15:44:20.059854,-87.6675,42.0045
1,93,Walker's Paradise,2019-12-04 11:56:07.978924,-87.6705,42.0045
1,100,Walker's Paradise,2020-05-09 23:27:12.831254,-87.6255,41.895
1,77,Very Walkable,2020-04-01 06:00:16.444898,-87.708,41.8545
1,77,Very Walkable,2020-04-01 06:00:16.444898,-87.708,41.8545
1,77,Very Walkable,2020-04-01 06:00:16.444898,-87.708,41.8545
1,64,Somewhat Walkable,2020-01-14 00:00:10.594100,-87.6,41.82
1,93,Walker's Paradise,2019-12-27 14:56:50.813190,-87.651,41.9445
1,93,Walker's Paradise,2020-05-05 01:02:04.176240,-87.6405,41.934
1,92,Walker's Paradise,2019-12-21 06:15:01.423073,-87.624,41.853
1,90,Walker's Paradise,2020-01-13 22:39:34.081541,-87.6525,41.973
1,73,Very Walkable,2020-04-25 04:08:02.768046,-87.771,41.886
1,90,Walker's Paradise,2020-05-06 08:51:24.205483,-87.6795,42.018
1,92,Walker's Paradise,2020-05-02 18:16:47.581778,-87.7095,41.9175
1,73,Very Walkable,2020-06-01 17:23:46.018575,-87.72,41.883
1,95,Walker's Paradise,2020-05-05 08:03:30.505736,-87.6405,41.9265
1,95,Walker's Paradise,2020-05-03 18:20:38.630679,-87.645,41.94
1,83,Very Walkable,2020-04-01 00:17:24.455438,-87.6825,41.871
1,98,Walker's Paradise,2020-05-15 16:13:47.889663,-87.678,41.9115
1,92,Walker's Paradise,2020-04-25 16:27:38.783603,-87.642,41.9385
1,71,Very Walkable,2020-05-13 20:13:40.493724,-87.7575,41.9475
1,75,Very Walkable,2020-04-02 18:21:35.781086,-87.7545,41.946
1,93,Walker's Paradise,2020-03-25 03:00:55.061316,-87.6735,41.97
1,60,Somewhat Walkable,2020-01-14 01:44:03.111889,-87.6015,41.8215
1,60,Somewhat Walkable,2020-01-14 01:44:03.111889,-87.6015,41.8215
1,82,Very Walkable,2020-04-30 13:42:52.959185,-87.6855,41.8725
1,94,Walker's Paradise,2020-05-09 22:40:20.399571,-87.669,42
1,88,Very Walkable,2020-05-03 08:16:40.100394,-87.669,41.9295
1,97,Walker's Paradise,2020-05-13 03:05:59.171197,-87.6375,41.913
1,56,Somewhat Walkable,2020-05-09 22:14:55.108754,-87.6,41.8215
1,97,Walker's Paradise,2020-05-10 10:40:30.034309,-87.6885,41.9205
1,89,Very Walkable,2020-04-30 18:46:46.814401,-87.711,41.955
1,93,Walker's Paradise,2020-05-06 10:31:11.105936,-87.672,41.97
1,93,Walker's Paradise,2020-03-25 17:47:36.594871,-87.6675,41.985
1,40,Car-Dependent,2020-04-12 15:42:04.105078,-87.6045,41.8275
1,93,Walker's Paradise,2020-05-05 03:22:17.176027,-87.6405,41.9295
1,80,Very Walkable,2020-03-21 02:35:14.078147,-87.6165,41.8125
1,92,Walker's Paradise,2020-04-05 16:23:38.743053,-87.6405,41.913
1,94,Walker's Paradise,2020-04-27 00:10:29.328777,-87.639,41.9145
1,93,Walker's Paradise,2020-05-02 16:31:28.012666,-87.6165,41.886
1,33,Car-Dependent,2019-12-10 19:02:49.217442,-87.6045,41.829
1,67,Somewhat Walkable,2020-06-01 21:05:47.694413,-87.672,41.7135
1,97,Walker's Paradise,2020-05-10 08:20:07.425128,-87.663,41.8575
1,91,Walker's Paradise,2020-04-11 14:18:52.573632,-87.6495,41.9055
1,98,Walker's Paradise,2020-02-06 21:40:49.654250,-87.63,41.907
1,94,Walker's Paradise,2020-04-06 17:13:40.300716,-87.684,41.916
1,93,Walker's Paradise,2020-04-10 00:26:59.011133,-87.6765,42.0105
1,87,Very Walkable,2020-05-29 01:42:35.863851,-87.6615,41.934
1,86,Very Walkable,2020-05-09 10:35:51.462614,-87.6465,41.859
1,92,Walker's Paradise,2020-01-13 23:31:41.714822,-87.672,41.973
1,90,Very Walkable,2020-05-03 07:10:56.579190,-87.669,42.0165
1,88,Very Walkable,2020-03-25 19:08:33.806765,-87.669,42.0135
1,45,Car-Dependent,2020-05-15 10:57:20.038018,-87.6135,41.7285
1,66,Somewhat Walkable,2020-02-18 11:17:10.554724,-87.675,41.8245
1,88,Very Walkable,2020-05-07 02:56:58.701584,-87.6855,41.8935
1,89,Very Walkable,2020-03-17 09:50:22.782983,-87.6975,41.8965
1,89,Very Walkable,2019-12-09 12:35:01.140274,-87.6735,41.9985
1,86,Very Walkable,2020-04-29 04:17:35.695922,-87.657,41.934
1,96,Walker's Paradise,2019-12-05 04:16:57.975292,-87.663,41.8905
1,93,Walker's Paradise,2020-03-30 03:36:32.195805,-87.6705,42
1,98,Walker's Paradise,2020-02-05 23:38:25.079279,-87.624,41.892
1,92,Walker's Paradise,2020-02-07 04:48:08.103002,-87.594,41.8005
1,91,Walker's Paradise,2020-05-14 11:20:44.914901,-87.6405,41.94
1,85,Very Walkable,2020-05-05 03:56:24.976707,-87.6585,41.934
1,85,Very Walkable,2020-05-07 07:14:01.106899,-87.681,41.8485
1,95,Walker's Paradise,2020-05-09 13:47:33.673162,-87.6555,41.856
1,90,Walker's Paradise,2020-05-03 04:15:24.478833,-87.702,41.94
1,62,Somewhat Walkable,2020-05-17 08:22:05.459098,-87.5985,41.7795
1,92,Walker's Paradise,2020-02-14 02:41:44.750822,-87.5955,41.799
1,99,Walker's Paradise,2020-05-30 17:28:47.853401,-87.651,41.886
1,96,Walker's Paradise,2020-05-08 13:56:44.908472,-87.6435,41.9325
1,89,Very Walkable,2020-04-08 10:46:03.691266,-87.675,42.0045
1,96,Walker's Paradise,2019-12-28 05:07:48.142790,-87.6285,41.8695
1,89,Very Walkable,2020-05-18 15:51:58.717843,-87.708,41.946
1,85,Very Walkable,2020-05-10 18:12:46.751621,-87.621,41.8545
1,87,Very Walkable,2020-03-27 19:13:25.353358,-87.6585,41.931
1,86,Very Walkable,2020-04-18 18:02:41.847723,-87.66,41.9445
1,90,Walker's Paradise,2020-05-06 01:17:25.418557,-87.6615,41.9505
1,93,Walker's Paradise,2020-04-04 12:16:48.831004,-87.6615,41.949
1,63,Somewhat Walkable,2020-04-21 03:21:37.933899,-87.615,41.8185
1,92,Walker's Paradise,2020-01-01 00:13:09.093023,-87.69,41.913
1,96,Walker's Paradise,2020-03-17 13:01:28.585484,-87.651,41.946
1,97,Walker's Paradise,2020-04-05 04:21:13.167830,-87.687,41.9205
1,95,Walker's Paradise,2020-04-30 05:30:04.709243,-87.6615,41.8935
1,93,Walker's Paradise,2020-03-22 09:36:09.314248,-87.6765,41.9715
1,89,Very Walkable,2020-05-05 09:16:04.355379,-87.657,41.8965
1,59,Somewhat Walkable,2020-05-21 20:40:36.694073,-87.609,41.829
1,97,Walker's Paradise,2020-05-02 21:13:51.023216,-87.6525,41.919
1,91,Walker's Paradise,2020-05-15 17:26:47.905088,-87.639,41.934
1,67,Somewhat Walkable,2020-05-16 14:58:23.725400,-87.708,41.8875
1,69,Somewhat Walkable,2020-05-18 23:14:13.686452,-87.78,41.994
1,85,Very Walkable,2020-05-17 19:14:42.991418,-87.6795,41.8485
1,91,Walker's Paradise,2020-03-29 17:46:46.587873,-87.714,41.922
1,90,Very Walkable,2020-05-30 00:29:06.629280,-87.651,41.8935
1,97,Walker's Paradise,2020-05-03 15:44:46.600812,-87.6765,41.8995
1,94,Walker's Paradise,2019-12-12 06:28:16.009257,-87.6585,41.919
1,75,Very Walkable,2020-05-06 06:37:33.874319,-87.6045,41.8035
1,94,Walker's Paradise,2020-04-26 14:47:32.917533,-87.6825,41.907
1,89,Very Walkable,2020-05-05 09:16:04.355379,-87.657,41.8965
1,82,Very Walkable,2020-03-23 20:55:44.295260,-87.687,41.868
1,91,Walker's Paradise,2020-05-13 04:18:00.267476,-87.684,41.943
1,92,Walker's Paradise,2020-05-05 08:03:30.743080,-87.6435,41.8875
1,97,Walker's Paradise,2020-05-05 05:40:14.340330,-87.648,41.9355
1,69,Somewhat Walkable,2020-02-08 16:17:41.942910,-87.7515,41.967
1,88,Very Walkable,2020-05-16 23:48:09.462825,-87.6795,41.8515
1,90,Very Walkable,2020-04-05 04:21:13.364613,-87.693,41.9625
1,98,Walker's Paradise,2020-05-01 21:43:48.770374,-87.6225,41.8905
1,94,Walker's Paradise,2020-04-06 01:43:22.378919,-87.681,41.8995
1,75,Very Walkable,2020-04-05 16:23:39.511351,-87.6045,41.8125
1,98,Walker's Paradise,2020-05-01 21:43:48.770374,-87.6225,41.8905
1,98,Walker's Paradise,2020-02-06 16:20:26.057520,-87.633,41.901
1,95,Walker's Paradise,2020-03-20 23:14:00.265821,-87.6705,41.9745
1,94,Walker's Paradise,2020-04-06 01:43:22.378919,-87.681,41.8995
1,67,Somewhat Walkable,2020-05-01 15:07:39.593201,-87.696,41.883
1,67,Somewhat Walkable,2020-04-23 21:37:36.881363,-87.624,41.796
1,92,Walker's Paradise,2020-05-12 05:22:29.416092,-87.651,41.8575
1,91,Walker's Paradise,2020-04-30 10:24:40.423683,-87.717,41.952
1,77,Very Walkable,2020-04-01 06:00:16.444898,-87.708,41.8545
1,86,Very Walkable,2020-02-12 04:18:18.179122,-87.7035,41.898
1,92,Walker's Paradise,2019-12-21 06:15:01.423073,-87.624,41.853
1,95,Walker's Paradise,2020-05-15 19:58:40.534764,-87.681,41.907
1,71,Very Walkable,2020-03-12 19:21:21.477021,-87.6045,41.805
1,84,Very Walkable,2020-04-05 01:40:29.343727,-87.5895,41.79
1,95,Walker's Paradise,2020-05-12 09:31:41.718664,-87.6795,41.961
1,85,Very Walkable,2020-04-29 19:26:33.512006,-87.6585,41.9445
1,91,Walker's Paradise,2020-06-01 14:12:41.524190,-87.6975,41.9865
1,93,Walker's Paradise,2020-05-15 03:54:39.411556,-87.636,41.9175
1,97,Walker's Paradise,2020-02-21 19:32:36.743421,-87.657,41.9685
1,95,Walker's Paradise,2020-02-19 21:21:51.131219,-87.6195,41.886
1,94,Walker's Paradise,2020-05-28 05:52:28.367117,-87.663,41.9865
1,64,Somewhat Walkable,2019-12-31 03:15:33.545269,-87.621,41.8515
1,85,Very Walkable,2020-03-23 22:19:47.709976,-87.6825,41.868
1,93,Walker's Paradise,2020-01-14 07:54:05.609430,-87.6735,41.9145
1,97,Walker's Paradise,2020-05-08 13:00:42.899253,-87.6495,41.9325
1,92,Walker's Paradise,2020-02-06 23:47:51.384906,-87.624,41.8545
1,86,Very Walkable,2020-04-09 15:21:22.693995,-87.7695,41.9445
1,82,Very Walkable,2020-05-20 16:15:24.416203,-87.771,41.9445
1,93,Walker's Paradise,2020-05-02 07:24:12.407986,-87.672,42.006
1,98,Walker's Paradise,2020-05-02 01:20:11.993460,-87.6435,41.9295
1,96,Walker's Paradise,2020-04-18 07:44:06.812898,-87.672,41.943
1,84,Very Walkable,2020-01-14 03:27:59.953199,-87.621,41.853
1,64,Somewhat Walkable,2020-05-20 16:15:23.913588,-87.7995,41.9445
1,85,Very Walkable,2020-05-10 18:12:46.751621,-87.621,41.8545
1,98,Walker's Paradise,2020-05-01 21:43:48.770374,-87.6225,41.8905
1,83,Very Walkable,2020-05-09 19:08:16.938216,-87.6825,41.9475
1,92,Walker's Paradise,2020-01-14 00:31:36.558489,-87.684,41.8935
1,59,Somewhat Walkable,2020-05-21 20:40:36.694073,-87.609,41.829
1,98,Walker's Paradise,2020-04-30 05:30:04.811208,-87.6705,41.9025
1,94,Walker's Paradise,2019-12-21 02:45:14.139118,-87.618,41.8875
1,92,Walker's Paradise,2020-04-05 17:42:20.341769,-87.7125,41.937
1,72,Very Walkable,2020-04-27 07:08:28.457077,-87.729,41.784
1,98,Walker's Paradise,2020-05-03 18:20:38.384740,-87.672,41.904
1,94,Walker's Paradise,2020-03-28 01:37:31.340221,-87.6585,41.9205
1,89,Very Walkable,2020-03-30 07:39:46.800326,-87.642,41.9025
1,93,Walker's Paradise,2020-01-15 11:18:25.476987,-87.675,41.916
1,96,Walker's Paradise,2020-05-11 09:31:55.693782,-87.627,41.853
1,94,Walker's Paradise,2020-05-11 10:28:19.548341,-87.681,41.9625
1,88,Very Walkable,2020-04-30 05:30:04.911790,-87.6705,41.916
1,97,Walker's Paradise,2019-12-14 04:50:55.870824,-87.711,41.931
1,87,Very Walkable,2020-01-14 13:12:24.710219,-87.687,41.9445
1,84,Very Walkable,2020-05-06 05:44:02.252136,-87.6855,41.868
1,85,Very Walkable,2020-01-14 23:48:13.918530,-87.678,42.006
1,93,Walker's Paradise,2020-01-13 23:31:43.302263,-87.6525,41.8575
1,59,Somewhat Walkable,2020-05-21 20:40:36.694073,-87.609,41.829
1,92,Walker's Paradise,2020-04-27 17:55:28.993810,-87.6855,41.925
1,96,Walker's Paradise,2020-04-29 23:16:35.538109,-87.693,41.9175
1,96,Walker's Paradise,2020-04-30 15:58:40.822287,-87.7095,41.967
1,97,Walker's Paradise,2020-05-06 02:53:05.899525,-87.6465,41.9355
1,96,Walker's Paradise,2020-05-10 06:11:35.109137,-87.6795,41.9025
1,93,Walker's Paradise,2020-05-15 01:35:50.143480,-87.6675,41.9895
1,90,Very Walkable,2020-05-05 05:40:14.253255,-87.6555,41.943
1,91,Walker's Paradise,2020-04-18 15:58:28.299491,-87.6555,41.9445
1,90,Very Walkable,2020-05-05 05:40:14.253255,-87.6555,41.943
1,92,Walker's Paradise,2020-04-05 17:42:20.341769,-87.7125,41.937
1,95,Walker's Paradise,2020-04-05 21:44:31.513872,-87.6795,41.8995
1,90,Very Walkable,2020-05-05 05:40:14.253255,-87.6555,41.943
1,96,Walker's Paradise,2020-01-22 21:34:57.591713,-87.6435,41.886
1,65,Somewhat Walkable,2020-05-11 07:37:02.370213,-87.7065,41.883
1,91,Walker's Paradise,2020-02-25 22:05:04.136079,-87.696,41.91
1,90,Very Walkable,2020-05-06 03:05:40.725773,-87.6975,41.91
1,96,Walker's Paradise,2020-04-20 00:01:59.602049,-87.669,41.937
1,72,Very Walkable,2020-05-26 18:15:05.269408,-87.675,41.826
1,93,Walker's Paradise,2020-05-07 12:04:15.332019,-87.651,41.9415
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,94,Walker's Paradise,2020-05-09 22:40:20.399571,-87.669,42
1,94,Walker's Paradise,2020-05-05 03:22:16.781027,-87.648,41.943
1,90,Walker's Paradise,2020-04-29 12:48:00.325572,-87.663,41.9265
1,92,Walker's Paradise,2020-02-07 04:48:08.103002,-87.594,41.8005
1,87,Very Walkable,2020-02-20 16:09:55.657923,-87.657,41.94
1,93,Walker's Paradise,2020-03-21 18:47:17.211011,-87.6585,41.9265
1,72,Very Walkable,2020-05-26 18:15:05.269408,-87.675,41.826
1,91,Walker's Paradise,2020-03-16 22:57:33.624531,-87.684,41.9025
1,84,Very Walkable,2020-05-03 00:20:42.606013,-87.72,41.9295
1,93,Walker's Paradise,2020-05-02 16:31:28.012666,-87.6165,41.886
1,96,Walker's Paradise,2020-04-05 21:44:31.653365,-87.657,41.973
1,99,Walker's Paradise,2020-02-07 04:48:07.901599,-87.63,41.898
1,92,Walker's Paradise,2020-03-30 03:27:57.223519,-87.7035,41.922
1,95,Walker's Paradise,2020-02-12 07:22:18.725410,-87.66,41.991
1,91,Walker's Paradise,2020-05-02 19:48:30.992671,-87.666,41.925
1,85,Very Walkable,2020-01-14 08:57:13.183210,-87.6735,42.003
1,90,Very Walkable,2020-01-14 06:52:18.070576,-87.663,42.006
1,91,Walker's Paradise,2020-05-01 21:43:47.917379,-87.7215,41.9595
1,94,Walker's Paradise,2020-05-10 06:11:34.764321,-87.6345,41.889
1,65,Somewhat Walkable,2020-05-10 06:11:35.015860,-87.603,41.8035
1,98,Walker's Paradise,2020-05-05 01:59:38.116261,-87.633,41.886
1,96,Walker's Paradise,2020-04-29 10:37:59.033292,-87.651,41.9325
1,91,Walker's Paradise,2020-05-03 06:14:44.381565,-87.6435,41.898
1,90,Walker's Paradise,2020-02-04 14:24:52.484656,-87.6735,42.021
1,65,Somewhat Walkable,2020-05-10 00:44:14.517037,-87.618,41.8185
1,99,Walker's Paradise,2020-05-02 04:51:09.311567,-87.6315,41.9025
1,93,Walker's Paradise,2020-05-07 12:04:15.332019,-87.651,41.9415
1,92,Walker's Paradise,2020-05-14 15:31:28.332420,-87.648,41.835
1,90,Walker's Paradise,2020-01-13 22:39:34.081541,-87.6525,41.973
1,86,Very Walkable,2020-02-12 04:18:18.179122,-87.7035,41.898
1,55,Somewhat Walkable,2019-12-04 00:56:14.739879,-87.5745,41.772
1,97,Walker's Paradise,2020-03-22 08:03:44.094926,-87.69,41.9205
1,76,Very Walkable,2020-04-27 23:21:32.245006,-87.7275,41.784
1,94,Walker's Paradise,2020-04-23 06:21:41.404951,-87.669,41.9115
1,91,Walker's Paradise,2020-01-14 00:00:10.467059,-87.645,41.9505
1,72,Very Walkable,2020-03-30 14:22:14.041443,-87.6825,42.006
1,99,Walker's Paradise,2020-02-07 21:52:32.051979,-87.6255,41.8935
1,94,Walker's Paradise,2020-01-14 21:10:47.984457,-87.654,41.856
1,89,Very Walkable,2020-02-12 05:22:57.133380,-87.5925,41.796
1,92,Walker's Paradise,2020-04-04 07:02:38.705923,-87.657,41.991
1,63,Somewhat Walkable,2020-04-21 03:21:37.933899,-87.615,41.8185
1,96,Walker's Paradise,2020-04-03 20:25:29.587815,-87.6615,41.973
1,95,Walker's Paradise,2020-01-24 17:28:36.717635,-87.6345,41.883
1,98,Walker's Paradise,2020-03-17 17:41:21.303786,-87.6765,41.9115
1,73,Very Walkable,2020-01-26 00:57:47.270232,-87.795,41.9415
1,92,Walker's Paradise,2020-05-10 00:05:34.143143,-87.669,41.9535
1,92,Walker's Paradise,2020-04-23 09:07:35.855289,-87.7125,41.919
1,94,Walker's Paradise,2020-01-13 23:05:14.944820,-87.651,41.9145
1,90,Very Walkable,2020-01-14 06:52:18.070576,-87.663,42.006
1,91,Walker's Paradise,2020-01-01 04:06:35.072236,-87.6645,42.0045
1,87,Very Walkable,2020-01-16 04:34:41.394329,-87.687,41.883
1,91,Walker's Paradise,2020-05-29 23:20:17.544935,-87.6795,41.919
1,91,Walker's Paradise,2020-05-25 12:16:16.215637,-87.648,41.9565
1,95,Walker's Paradise,2020-04-02 07:08:24.560846,-87.6915,41.901
1,89,Very Walkable,2020-02-12 05:22:57.133380,-87.5925,41.796
1,89,Very Walkable,2020-02-12 05:22:57.133380,-87.5925,41.796
1,84,Very Walkable,2020-04-05 01:40:29.343727,-87.5895,41.79
1,89,Very Walkable,2020-02-12 05:22:57.133380,-87.5925,41.796
1,86,Very Walkable,2020-01-15 07:49:03.321459,-87.6735,41.919
1,96,Walker's Paradise,2020-05-09 05:28:40.717066,-87.645,41.9385
1,95,Walker's Paradise,2020-05-03 18:20:38.630679,-87.645,41.94
1,85,Very Walkable,2020-05-17 19:14:42.991418,-87.6795,41.8485
1,89,Very Walkable,2019-12-13 06:58:26.291649,-87.6225,41.853
1,98,Walker's Paradise,2020-01-13 23:31:41.399377,-87.6675,41.904
1,74,Very Walkable,2020-03-16 20:28:01.671022,-87.609,41.8035
1,93,Walker's Paradise,2020-05-15 03:54:39.411556,-87.636,41.9175
