status,walkscore,description,updated,snappedLong,snappedLat
1,77,Very Walkable,2020-04-21 14:35:28.697728,-87.606,41.802
1,95,Walker's Paradise,2020-04-29 19:26:33.623099,-87.6705,41.9505
1,80,Very Walkable,2020-05-07 15:47:52.790997,-87.7845,41.937
1,95,Walker's Paradise,2020-05-03 08:16:40.710522,-87.654,41.9175
1,92,Walker's Paradise,2020-01-14 02:32:58.457755,-87.69,41.9055
1,93,Walker's Paradise,2020-02-06 23:47:51.725497,-87.636,41.889
1,100,Walker's Paradise,2020-05-02 04:51:09.141863,-87.6315,41.8965
1,100,Walker's Paradise,2020-03-12 06:17:30.336520,-87.63,41.895
1,95,Walker's Paradise,2020-03-20 21:42:03.291829,-87.6465,41.9475
1,79,Very Walkable,2020-05-29 23:20:17.493200,-87.618,41.757
1,88,Very Walkable,2020-03-26 04:36:12.184319,-87.687,41.94
1,95,Walker's Paradise,2020-05-03 18:20:37.621336,-87.7005,41.9175
1,94,Walker's Paradise,2020-05-02 10:33:39.577172,-87.6255,41.8605
1,94,Walker's Paradise,2020-05-02 13:54:23.232037,-87.6585,41.8815
1,99,Walker's Paradise,2020-02-06 16:20:26.265220,-87.633,41.91
1,83,Very Walkable,2020-05-02 21:13:50.445303,-87.6645,41.9295
1,85,Very Walkable,2020-05-09 22:52:03.189264,-87.6645,41.928
1,78,Very Walkable,2019-12-13 12:12:40.265853,-87.7545,41.94
1,96,Walker's Paradise,2020-05-02 14:58:26.513211,-87.6255,41.868
1,93,Walker's Paradise,2020-04-06 10:13:04.478455,-87.657,41.949
1,77,Very Walkable,2020-05-01 06:18:54.332113,-87.6105,41.811
1,87,Very Walkable,2020-03-19 15:03:28.600001,-87.6825,41.88
1,98,Walker's Paradise,2020-05-03 02:07:18.873279,-87.6765,41.904
1,84,Very Walkable,2020-05-01 08:19:57.685970,-87.6135,41.8095
1,86,Very Walkable,2020-04-01 03:25:09.375998,-87.651,41.97
1,98,Walker's Paradise,2020-03-12 06:17:28.857255,-87.6435,41.883
1,95,Walker's Paradise,2020-03-31 11:04:28.044899,-87.687,41.8965
1,93,Walker's Paradise,2020-05-02 16:31:28.012666,-87.6165,41.886
1,83,Very Walkable,2020-04-01 00:17:24.361637,-87.612,41.8095
1,93,Walker's Paradise,2020-05-05 03:22:17.176027,-87.6405,41.9295
1,98,Walker's Paradise,2020-02-07 19:35:17.085095,-87.6315,41.8725
1,98,Walker's Paradise,2020-02-07 19:35:17.085095,-87.6315,41.8725
1,97,Walker's Paradise,2020-02-21 08:14:10.388729,-87.6615,41.856
1,92,Walker's Paradise,2019-12-21 06:15:01.423073,-87.624,41.853
1,82,Very Walkable,2020-04-26 19:24:28.115236,-87.735,41.9415
1,78,Very Walkable,2020-03-31 16:37:28.584754,-87.6405,41.8275
1,51,Somewhat Walkable,2020-05-27 15:01:36.279500,-87.6555,41.844
1,85,Very Walkable,2020-05-09 22:52:03.189264,-87.6645,41.928
1,85,Very Walkable,2019-12-13 05:25:39.774089,-87.6585,41.9385
1,85,Very Walkable,2020-05-09 22:52:03.189264,-87.6645,41.928
1,92,Walker's Paradise,2019-12-21 06:15:01.423073,-87.624,41.853
1,90,Walker's Paradise,2020-02-07 02:26:09.465449,-87.6225,41.856
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,92,Walker's Paradise,2020-05-22 00:09:55.907253,-87.651,41.94
1,97,Walker's Paradise,2020-04-03 05:33:35.155066,-87.633,41.8545
1,91,Walker's Paradise,2020-03-31 09:13:52.524005,-87.6705,41.853
1,97,Walker's Paradise,2020-04-29 15:01:48.630507,-87.669,41.985
1,64,Somewhat Walkable,2020-04-05 21:44:31.383088,-87.609,41.7825
1,95,Walker's Paradise,2020-03-31 16:37:28.481630,-87.6615,41.982
1,95,Walker's Paradise,2020-03-26 21:14:42.910263,-87.6375,41.88
1,82,Very Walkable,2020-03-19 16:09:37.464225,-87.657,41.868
1,94,Walker's Paradise,2020-04-19 10:21:33.988500,-87.681,41.916
1,89,Very Walkable,2020-06-01 11:48:43.551027,-87.621,41.868
1,94,Walker's Paradise,2020-03-25 22:11:20.107179,-87.657,41.9205
1,89,Very Walkable,2020-01-15 23:05:52.262908,-87.7035,41.958
1,90,Very Walkable,2020-05-20 16:33:28.717529,-87.594,41.796
1,96,Walker's Paradise,2020-04-29 23:16:35.996505,-87.6525,41.9175
1,98,Walker's Paradise,2020-05-01 23:30:58.945994,-87.6345,41.907
1,92,Walker's Paradise,2020-05-25 17:05:53.486490,-87.6525,41.9415
1,96,Walker's Paradise,2020-02-04 16:46:22.679155,-87.6495,41.9175
1,94,Walker's Paradise,2019-12-17 09:18:08.671713,-87.639,41.88
1,92,Walker's Paradise,2020-01-14 02:32:58.400716,-87.681,41.9205
1,76,Very Walkable,2020-04-03 17:14:53.380349,-87.711,41.8095
1,88,Very Walkable,2020-03-30 12:04:52.256565,-87.6855,41.9535
1,92,Walker's Paradise,2020-05-15 07:21:00.746191,-87.6315,41.8695
1,97,Walker's Paradise,2020-05-05 08:03:30.580997,-87.6375,41.91
1,97,Walker's Paradise,2019-12-31 22:42:24.925581,-87.636,41.9085
1,95,Walker's Paradise,2020-05-30 02:28:09.945527,-87.654,41.8905
1,91,Walker's Paradise,2019-12-24 18:36:17.250763,-87.6915,41.907
1,97,Walker's Paradise,2020-02-21 21:28:59.977615,-87.6705,41.895
1,98,Walker's Paradise,2020-02-19 16:08:51.460828,-87.6345,41.8935
1,100,Walker's Paradise,2020-02-06 19:30:59.932413,-87.6285,41.895
1,95,Walker's Paradise,2020-04-24 05:58:44.246405,-87.666,41.892
1,97,Walker's Paradise,2020-05-04 01:58:48.791606,-87.6945,41.919
1,88,Very Walkable,2020-01-31 13:26:50.468044,-87.702,41.898
1,98,Walker's Paradise,2020-01-15 03:59:40.443233,-87.6315,41.8905
1,99,Walker's Paradise,2020-05-30 23:35:45.398601,-87.6285,41.904
1,91,Walker's Paradise,2020-01-13 23:05:13.349244,-87.642,41.943
1,93,Walker's Paradise,2020-03-24 21:43:16.264404,-87.678,41.946
1,83,Very Walkable,2019-12-15 00:22:50.271394,-87.6915,41.8545
1,95,Walker's Paradise,2020-03-24 15:56:13.107297,-87.6825,41.904
1,98,Walker's Paradise,2020-05-06 03:47:09.775033,-87.633,41.8935
1,99,Walker's Paradise,2020-05-06 15:07:58.382275,-87.6315,41.8935
1,96,Walker's Paradise,2020-03-12 21:39:56.636098,-87.633,41.8905
1,98,Walker's Paradise,2020-05-06 03:47:09.775033,-87.633,41.8935
1,98,Walker's Paradise,2020-05-01 23:30:58.826338,-87.6345,41.895
1,92,Walker's Paradise,2020-05-11 17:19:31.182996,-87.6645,41.9895
1,93,Walker's Paradise,2020-05-09 21:37:28.444393,-87.708,41.9175
1,85,Very Walkable,2020-05-01 23:30:59.590818,-87.6465,41.829
1,98,Walker's Paradise,2019-11-30 16:11:57.771625,-87.6315,41.8545
1,94,Walker's Paradise,2020-05-11 15:49:13.428613,-87.684,41.9205
1,75,Very Walkable,2020-04-15 07:46:16.865773,-87.7545,41.9715
1,62,Somewhat Walkable,2019-12-12 17:27:54.155098,-87.609,41.784
1,72,Very Walkable,2020-05-04 07:15:26.373728,-87.702,41.88
1,90,Very Walkable,2020-03-26 04:36:10.625284,-87.7305,41.9415
1,90,Walker's Paradise,2020-05-11 06:33:20.401834,-87.675,41.889
1,91,Walker's Paradise,2019-12-03 05:00:35.670868,-87.6645,41.925
1,92,Walker's Paradise,2020-05-11 20:18:51.340649,-87.6885,41.9055
1,98,Walker's Paradise,2020-03-12 06:17:35.559478,-87.6375,41.895
1,86,Very Walkable,2020-04-03 20:24:14.725089,-87.777,41.9865
1,95,Walker's Paradise,2020-04-30 13:42:52.891748,-87.642,41.9205
1,84,Very Walkable,2020-04-30 21:13:02.812469,-87.6855,41.856
1,76,Very Walkable,2020-05-26 13:05:16.891677,-87.6645,41.835
1,98,Walker's Paradise,2020-05-05 05:40:14.030692,-87.6315,41.889
1,94,Walker's Paradise,2020-01-14 01:04:28.324850,-87.657,41.9505
1,97,Walker's Paradise,2020-05-08 15:40:03.482108,-87.645,41.9355
1,91,Walker's Paradise,2020-05-20 07:15:44.737496,-87.651,41.8365
1,90,Walker's Paradise,2020-03-29 19:16:52.687451,-87.651,41.835
1,79,Very Walkable,2020-01-25 16:35:03.738403,-87.6585,41.7285
1,96,Walker's Paradise,2020-05-06 00:11:19.952035,-87.6975,41.9175
1,70,Somewhat Walkable,2020-03-17 22:46:23.181776,-87.6105,41.832
1,86,Very Walkable,2019-12-12 00:07:30.587398,-87.6465,41.904
1,80,Very Walkable,2020-03-18 06:18:21.895814,-87.666,41.9565
1,99,Walker's Paradise,2020-05-22 07:50:38.239487,-87.63,41.874
1,95,Walker's Paradise,2020-03-23 17:55:35.064116,-87.6885,41.9235
1,98,Walker's Paradise,2020-03-26 10:05:15.634825,-87.687,41.967
1,97,Walker's Paradise,2020-04-29 05:34:39.487881,-87.6495,41.9445
1,96,Walker's Paradise,2020-05-02 10:33:39.668906,-87.6495,41.943
1,87,Very Walkable,2020-05-01 04:17:29.638792,-87.681,41.8815
1,96,Walker's Paradise,2020-04-29 19:26:33.562215,-87.666,41.943
1,100,Walker's Paradise,2020-04-03 22:00:36.054920,-87.6285,41.8995
1,98,Walker's Paradise,2020-02-19 16:08:51.460828,-87.6345,41.8935
1,92,Walker's Paradise,2020-04-04 04:10:14.458818,-87.6645,41.973
1,90,Walker's Paradise,2019-12-03 02:41:21.742003,-87.687,41.9745
1,68,Somewhat Walkable,2020-05-15 13:44:23.539711,-87.7665,41.9025
1,88,Very Walkable,2020-05-03 08:16:40.303380,-87.684,41.85
1,95,Walker's Paradise,2020-05-30 19:43:38.022938,-87.618,41.8935
1,98,Walker's Paradise,2020-05-02 06:51:30.477102,-87.645,41.8845
1,93,Walker's Paradise,2020-05-10 02:16:10.397232,-87.678,41.9745
1,94,Walker's Paradise,2020-01-25 09:30:02.957748,-87.627,41.8605
1,96,Walker's Paradise,2020-04-04 07:02:38.910847,-87.6435,41.934
1,70,Somewhat Walkable,2020-04-04 19:42:48.414547,-87.5715,41.7645
1,95,Walker's Paradise,2020-01-14 23:26:19.437941,-87.6465,41.9445
1,97,Walker's Paradise,2020-05-15 22:50:23.946915,-87.681,41.895
1,93,Walker's Paradise,2020-05-08 09:07:27.389631,-87.6165,41.892
1,94,Walker's Paradise,2020-01-28 01:20:15.113704,-87.6165,41.8935
1,96,Walker's Paradise,2020-05-11 00:34:04.074101,-87.645,41.886
1,97,Walker's Paradise,2019-12-26 22:21:51.314648,-87.6435,41.8845
1,98,Walker's Paradise,2020-05-02 06:51:30.477102,-87.645,41.8845
1,92,Walker's Paradise,2020-05-05 08:03:30.743080,-87.6435,41.8875
1,81,Very Walkable,2020-03-29 12:55:55.102721,-87.657,41.838
1,100,Walker's Paradise,2020-02-06 19:30:59.932413,-87.6285,41.895
1,93,Walker's Paradise,2020-05-12 00:18:48.808973,-87.669,42.0105
1,88,Very Walkable,2020-04-05 04:21:13.240991,-87.7215,41.922
1,94,Walker's Paradise,2020-03-25 12:24:34.679944,-87.6825,41.9655
1,86,Very Walkable,2020-05-20 02:42:49.716926,-87.6795,41.8815
1,89,Very Walkable,2020-05-06 03:05:40.759054,-87.681,41.883
1,87,Very Walkable,2020-05-01 04:17:29.638792,-87.681,41.8815
1,95,Walker's Paradise,2020-05-03 06:14:44.498825,-87.6555,41.949
1,92,Walker's Paradise,2020-04-30 22:30:34.648610,-87.6465,41.907
1,96,Walker's Paradise,2020-05-04 15:21:05.583743,-87.6675,41.8575
1,92,Walker's Paradise,2020-02-11 15:50:16.954799,-87.6225,41.8665
1,94,Walker's Paradise,2020-05-05 02:42:25.382222,-87.645,41.8785
1,97,Walker's Paradise,2020-05-11 23:13:07.734629,-87.6495,41.925
1,88,Very Walkable,2020-05-03 08:16:40.303380,-87.684,41.85
1,94,Walker's Paradise,2020-04-02 05:32:06.262543,-87.6975,41.994
1,88,Very Walkable,2020-05-03 08:16:40.303380,-87.684,41.85
1,88,Very Walkable,2020-05-03 08:16:40.303380,-87.684,41.85
1,96,Walker's Paradise,2020-05-10 13:54:15.002758,-87.636,41.916
1,85,Very Walkable,2020-02-22 08:18:32.280194,-87.693,41.907
1,98,Walker's Paradise,2020-04-04 05:44:28.681850,-87.6705,41.8995
1,94,Walker's Paradise,2020-03-30 19:55:34.140690,-87.69,41.9145
1,91,Walker's Paradise,2020-04-07 00:51:09.918623,-87.7125,41.9505
1,71,Very Walkable,2020-05-14 23:51:49.223454,-87.6645,41.877
1,89,Very Walkable,2020-05-02 21:13:50.893395,-87.6585,41.9505
1,91,Walker's Paradise,2020-05-09 06:30:41.578168,-87.6495,41.835
1,91,Walker's Paradise,2020-05-09 06:30:41.578168,-87.6495,41.835
1,77,Very Walkable,2020-05-01 06:18:54.332113,-87.6105,41.811
1,79,Very Walkable,2020-05-12 02:39:20.230578,-87.612,41.811
1,87,Very Walkable,2020-05-02 06:51:29.668886,-87.6585,41.9325
1,79,Very Walkable,2019-12-06 12:50:18.707080,-87.657,41.8395
1,96,Walker's Paradise,2020-05-02 22:39:40.188491,-87.6495,41.9265
1,96,Walker's Paradise,2019-12-10 22:52:42.010470,-87.6525,41.928
1,98,Walker's Paradise,2020-05-01 21:43:48.770374,-87.6225,41.8905
1,94,Walker's Paradise,2020-04-29 07:32:40.753955,-87.672,41.892
1,61,Somewhat Walkable,2020-02-26 18:49:04.039799,-87.663,41.7135
1,84,Very Walkable,2019-12-31 12:06:04.731501,-87.6585,41.9355
1,92,Walker's Paradise,2020-05-13 19:33:32.610549,-87.6705,41.961
1,97,Walker's Paradise,2020-05-02 19:48:30.383584,-87.6705,41.91
1,92,Walker's Paradise,2020-04-04 12:54:13.284499,-87.6525,41.856
1,91,Walker's Paradise,2020-05-05 12:24:45.729289,-87.642,41.9415
1,84,Very Walkable,2020-04-24 13:59:10.084114,-87.7635,41.943
1,94,Walker's Paradise,2020-05-13 16:45:48.764576,-87.6555,41.895
1,89,Very Walkable,2020-05-05 09:16:04.355379,-87.657,41.8965
1,94,Walker's Paradise,2020-05-13 16:45:48.764576,-87.6555,41.895
1,85,Very Walkable,2020-03-21 20:29:52.822710,-87.6555,41.988
1,93,Walker's Paradise,2020-05-08 09:07:27.389631,-87.6165,41.892
1,93,Walker's Paradise,2020-05-08 09:07:27.389631,-87.6165,41.892
1,98,Walker's Paradise,2020-05-14 22:43:07.886570,-87.6705,41.904
1,98,Walker's Paradise,2020-05-01 23:30:58.826338,-87.6345,41.895
1,98,Walker's Paradise,2020-05-01 23:30:58.826338,-87.6345,41.895
1,94,Walker's Paradise,2020-04-23 06:21:41.404951,-87.669,41.9115
1,87,Very Walkable,2020-05-12 03:42:52.232414,-87.756,41.961
1,96,Walker's Paradise,2020-05-09 22:14:55.361027,-87.669,41.91
1,97,Walker's Paradise,2020-05-02 19:48:30.383584,-87.6705,41.91
1,94,Walker's Paradise,2020-03-21 20:29:52.784979,-87.6675,41.9655
1,92,Walker's Paradise,2020-03-19 18:38:22.300258,-87.6465,41.892
1,97,Walker's Paradise,2020-03-12 06:17:35.354439,-87.621,41.8905
1,94,Walker's Paradise,2020-04-03 20:25:29.249357,-87.6795,41.94
1,95,Walker's Paradise,2020-05-03 21:31:27.979306,-87.6255,41.8665
1,93,Walker's Paradise,2020-01-13 22:39:34.037922,-87.6795,41.9445
1,57,Somewhat Walkable,2020-05-31 07:42:12.474006,-87.588,41.772
1,97,Walker's Paradise,2020-03-22 06:35:25.445818,-87.672,41.9055
1,85,Very Walkable,2020-03-25 11:55:36.814071,-87.666,42.015
1,89,Very Walkable,2020-03-16 03:41:24.836453,-87.6585,41.952
1,95,Walker's Paradise,2020-05-03 21:31:27.979306,-87.6255,41.8665
1,95,Walker's Paradise,2020-04-29 05:34:39.438299,-87.624,41.868
1,95,Walker's Paradise,2020-05-03 21:31:27.979306,-87.6255,41.8665
1,94,Walker's Paradise,2020-04-01 19:18:53.027450,-87.624,41.8665
1,94,Walker's Paradise,2020-04-01 19:18:53.027450,-87.624,41.8665
1,94,Walker's Paradise,2020-04-01 19:18:53.027450,-87.624,41.8665
1,88,Very Walkable,2020-05-15 01:13:54.047157,-87.747,41.9565
1,96,Walker's Paradise,2019-12-31 17:21:36.144025,-87.6615,41.976
1,97,Walker's Paradise,2020-04-29 19:26:33.985960,-87.6435,41.931
1,93,Walker's Paradise,2020-05-11 03:51:11.374212,-87.669,41.964
1,68,Somewhat Walkable,2020-05-04 18:01:40.200237,-87.7425,41.9655
1,59,Somewhat Walkable,2019-12-24 05:56:35.915280,-87.633,41.79
1,82,Very Walkable,2020-05-15 16:13:01.348461,-87.7665,41.976
1,96,Walker's Paradise,2020-02-19 21:21:51.209627,-87.627,41.868
1,99,Walker's Paradise,2020-05-02 06:51:30.113038,-87.6315,41.886
1,95,Walker's Paradise,2020-03-20 20:10:40.881239,-87.6675,41.976
1,50,Car-Dependent,2020-05-30 06:52:00.642464,-87.6195,41.787
1,53,Somewhat Walkable,2020-03-31 14:13:34.182218,-87.6195,41.7885
1,96,Walker's Paradise,2020-05-03 18:20:38.971289,-87.648,41.949
1,60,Somewhat Walkable,2020-05-13 01:50:15.352547,-87.7305,41.982
1,80,Very Walkable,2020-05-10 11:03:53.013364,-87.6645,41.931
1,100,Walker's Paradise,2020-05-02 04:51:09.141863,-87.6315,41.8965
1,98,Walker's Paradise,2020-03-12 06:17:29.058249,-87.633,41.898
1,100,Walker's Paradise,2020-05-02 04:51:09.141863,-87.6315,41.8965
1,99,Walker's Paradise,2020-05-10 00:44:14.604074,-87.675,41.91
1,96,Walker's Paradise,2020-05-09 22:14:55.361027,-87.669,41.91
1,82,Very Walkable,2020-04-13 21:08:59.336058,-87.684,41.856
1,94,Walker's Paradise,2020-05-09 05:28:40.179642,-87.6405,41.928
1,90,Walker's Paradise,2020-01-24 17:28:36.814551,-87.6555,41.8965
1,90,Very Walkable,2020-05-13 03:05:58.909063,-87.651,41.859
1,96,Walker's Paradise,2020-04-25 17:56:36.134273,-87.654,41.9265
1,97,Walker's Paradise,2020-05-02 22:39:40.690842,-87.636,41.886
1,98,Walker's Paradise,2020-05-08 18:28:54.529727,-87.636,41.91
1,88,Very Walkable,2020-05-01 18:04:36.658120,-87.6675,41.955
1,79,Very Walkable,2020-04-08 07:10:25.317392,-87.6615,41.8395
1,93,Walker's Paradise,2020-03-25 05:27:20.238421,-87.6795,41.9655
1,94,Walker's Paradise,2020-05-05 20:33:59.639675,-87.6855,41.916
1,84,Very Walkable,2020-05-18 02:27:59.878433,-87.708,41.913
1,68,Somewhat Walkable,2020-03-12 06:17:28.717834,-87.6915,41.9535
1,95,Walker's Paradise,2020-05-01 23:30:59.460365,-87.6705,41.979
1,95,Walker's Paradise,2020-05-30 00:29:06.708170,-87.6375,41.9145
1,94,Walker's Paradise,2020-03-24 05:21:15.129108,-87.699,41.9985
1,94,Walker's Paradise,2020-01-14 01:04:29.105680,-87.663,41.9415
1,82,Very Walkable,2020-03-26 19:32:28.717454,-87.72,41.946
1,98,Walker's Paradise,2020-04-30 07:37:06.993901,-87.6735,41.9025
1,88,Very Walkable,2020-05-11 18:45:17.294954,-87.651,41.892
1,100,Walker's Paradise,2020-05-02 04:51:09.141863,-87.6315,41.8965
1,98,Walker's Paradise,2020-04-30 00:27:14.831892,-87.6675,41.901
1,70,Somewhat Walkable,2020-05-25 12:16:15.652083,-87.7185,41.8665
1,60,Somewhat Walkable,2020-05-13 01:50:15.352547,-87.7305,41.982
1,91,Walker's Paradise,2020-01-20 19:53:53.891501,-87.645,41.8365
1,61,Somewhat Walkable,2020-02-16 21:12:14.989672,-87.5745,41.7555
1,83,Very Walkable,2020-03-23 11:37:47.307942,-87.687,41.8695
1,80,Very Walkable,2020-05-03 06:23:22.308266,-87.765,41.883
1,97,Walker's Paradise,2020-05-24 21:30:52.285727,-87.6345,41.9145
1,91,Walker's Paradise,2020-05-02 21:13:50.538368,-87.717,41.9175
1,69,Somewhat Walkable,2020-02-21 03:35:10.820506,-87.816,41.9355
1,94,Walker's Paradise,2020-05-10 09:12:48.601412,-87.6705,41.856
1,97,Walker's Paradise,2020-01-14 04:32:31.988625,-87.636,41.9145
1,83,Very Walkable,2020-05-05 03:56:24.783158,-87.657,41.8665
1,98,Walker's Paradise,2020-05-09 05:28:40.359102,-87.636,41.913
1,86,Very Walkable,2020-04-06 07:24:04.806068,-87.7185,41.9715
1,51,Somewhat Walkable,2020-05-01 23:30:58.678905,-87.654,41.847
1,83,Very Walkable,2020-01-14 03:28:00.112252,-87.627,41.8455
1,97,Walker's Paradise,2020-05-07 19:04:14.122434,-87.6855,41.9175
1,97,Walker's Paradise,2020-01-14 01:04:29.335952,-87.6705,41.943
1,69,Somewhat Walkable,2020-03-28 01:37:31.629567,-87.6135,41.817
1,96,Walker's Paradise,2020-05-02 01:20:11.036436,-87.618,41.886
1,88,Very Walkable,2020-03-30 12:04:52.256565,-87.6855,41.9535
1,93,Walker's Paradise,2019-12-12 19:35:49.563166,-87.6255,41.8545
1,72,Very Walkable,2020-03-20 17:17:33.310360,-87.693,41.883
1,99,Walker's Paradise,2020-05-02 06:51:30.113038,-87.6315,41.886
1,97,Walker's Paradise,2020-04-29 05:34:39.487881,-87.6495,41.9445
1,85,Very Walkable,2020-01-14 23:26:18.261795,-87.6885,41.883
1,86,Very Walkable,2020-04-04 13:33:20.029631,-87.699,41.814
1,82,Very Walkable,2020-04-28 09:53:59.073577,-87.771,41.8665
1,85,Very Walkable,2020-05-10 17:19:32.754525,-87.6885,41.9385
1,79,Very Walkable,2020-03-12 04:03:05.277412,-87.7665,41.883
1,91,Walker's Paradise,2020-01-14 01:44:03.583238,-87.6975,41.8995
1,95,Walker's Paradise,2020-05-09 12:17:29.946446,-87.645,41.946
1,91,Walker's Paradise,2020-05-09 06:30:41.578168,-87.6495,41.835
1,88,Very Walkable,2020-02-11 15:50:16.866915,-87.594,41.7915
1,89,Very Walkable,2020-05-27 13:06:48.499898,-87.693,41.8965
1,88,Very Walkable,2020-06-01 14:12:41.954488,-87.723,41.9115
1,77,Very Walkable,2020-04-19 06:44:50.535038,-87.765,41.8845
1,96,Walker's Paradise,2020-03-20 18:35:06.211251,-87.6345,41.8485
1,56,Somewhat Walkable,2020-04-21 17:57:55.289395,-87.5925,41.778
1,62,Somewhat Walkable,2020-04-01 12:03:44.866883,-87.594,41.778
1,98,Walker's Paradise,2020-05-11 21:47:44.433400,-87.675,41.904
1,95,Walker's Paradise,2020-05-02 16:31:28.182535,-87.6975,41.9265
1,75,Very Walkable,2020-03-28 15:49:01.483033,-87.717,41.901
1,92,Walker's Paradise,2020-04-04 04:10:15.126728,-87.6465,41.9385
1,99,Walker's Paradise,2020-02-06 23:47:51.550892,-87.6285,41.883
1,94,Walker's Paradise,2020-05-05 22:35:00.109124,-87.6585,41.991
1,91,Walker's Paradise,2020-05-04 07:15:26.081143,-87.714,41.937
1,92,Walker's Paradise,2020-03-17 15:37:39.936474,-87.6915,41.9085
1,94,Walker's Paradise,2020-04-27 00:10:29.328777,-87.639,41.9145
1,93,Walker's Paradise,2020-01-23 00:40:59.670188,-87.636,41.8905
1,72,Very Walkable,2020-05-03 02:07:18.378789,-87.708,41.901
1,92,Walker's Paradise,2020-05-01 18:04:36.604380,-87.669,41.994
1,97,Walker's Paradise,2020-01-29 20:35:44.497197,-87.6345,41.8815
1,94,Walker's Paradise,2020-01-14 00:00:10.517216,-87.6555,41.952
1,94,Walker's Paradise,2020-04-26 21:14:00.923783,-87.642,41.889
1,98,Walker's Paradise,2020-02-19 16:08:51.460828,-87.6345,41.8935
1,96,Walker's Paradise,2020-04-08 21:24:18.282293,-87.705,41.9295
1,94,Walker's Paradise,2019-12-12 06:28:16.009257,-87.6585,41.919
1,94,Walker's Paradise,2020-03-25 12:24:34.679944,-87.6825,41.9655
1,75,Very Walkable,2020-05-09 13:47:33.617572,-87.606,41.8035
1,68,Somewhat Walkable,2020-05-11 17:19:31.415656,-87.6,41.7825
1,97,Walker's Paradise,2020-03-23 22:19:48.033908,-87.6675,41.9835
1,75,Very Walkable,2020-05-24 14:18:06.170450,-87.7665,41.8845
1,92,Walker's Paradise,2020-02-06 23:47:51.384906,-87.624,41.8545
1,96,Walker's Paradise,2020-04-25 02:48:20.711313,-87.6615,41.9685
1,89,Very Walkable,2020-03-20 01:35:37.659410,-87.75,41.9535
1,82,Very Walkable,2020-05-30 03:44:26.274409,-87.675,41.9205
1,97,Walker's Paradise,2020-05-02 22:39:40.690842,-87.636,41.886
1,96,Walker's Paradise,2020-04-22 13:55:24.776424,-87.6525,41.9265
1,87,Very Walkable,2020-05-09 04:26:47.628502,-87.654,41.9385
1,96,Walker's Paradise,2020-04-26 01:42:41.910239,-87.6555,41.9265
